Date,Open,High,Low,Close,Adj Close,Volume,Search Interest,Price Difference,Buy
2020-08-03,4.03000020980835,4.25,4.0,4.150000095367432,4.150000095367432,2517600,15.0,0.11999988555908203,1
2020-08-04,4.130000114440918,4.739999771118164,4.130000114440918,4.429999828338623,4.429999828338623,10361400,19.0,0.2999997138977051,1
2020-08-05,4.5,4.760000228881836,4.25,4.630000114440918,4.630000114440918,4919300,21.0,0.13000011444091797,1
2020-08-06,4.599999904632568,4.659999847412109,4.380000114440918,4.429999828338623,4.429999828338623,1901200,25.0,-0.1700000762939453,0
2020-08-07,4.389999866485596,4.400000095367432,4.059999942779541,4.159999847412109,4.159999847412109,3341100,28.0,-0.23000001907348633,0
2020-08-10,4.199999809265137,4.570000171661377,4.179999828338623,4.329999923706055,4.329999923706055,4561800,23.0,0.13000011444091797,1
2020-08-11,4.429999828338623,4.570000171661377,4.340000152587891,4.349999904632568,4.349999904632568,3138800,29.0,-0.07999992370605469,0
2020-08-12,4.400000095367432,4.630000114440918,4.360000133514404,4.519999980926514,4.519999980926514,3057600,19.0,0.11999988555908203,1
2020-08-13,4.519999980926514,4.710000038146973,4.5,4.639999866485596,4.639999866485596,2128300,23.0,0.11999988555908203,1
2020-08-14,4.599999904632568,4.829999923706055,4.550000190734863,4.75,4.75,3474400,20.0,0.15000009536743164,1
2020-08-17,4.78000020980835,4.78000020980835,4.559999942779541,4.630000114440918,4.630000114440918,2371000,20.0,-0.15000009536743164,0
2020-08-18,4.610000133514404,4.869999885559082,4.429999828338623,4.809999942779541,4.809999942779541,3834400,30.0,0.19999980926513672,1
2020-08-19,4.800000190734863,4.840000152587891,4.639999866485596,4.71999979019165,4.71999979019165,2612600,23.0,-0.08000040054321289,0
2020-08-20,4.619999885559082,4.679999828338623,4.510000228881836,4.610000133514404,4.610000133514404,2441200,26.0,-0.009999752044677734,0
2020-08-21,4.599999904632568,5.599999904632568,4.599999904632568,5.03000020980835,5.03000020980835,10642600,20.0,0.43000030517578125,1
2020-08-24,5.099999904632568,5.130000114440918,4.559999942779541,4.869999885559082,4.869999885559082,4585400,15.0,-0.23000001907348633,0
2020-08-25,4.880000114440918,5.25,4.880000114440918,4.980000019073486,4.980000019073486,2998700,20.0,0.09999990463256836,1
2020-08-26,4.96999979019165,5.21999979019165,4.920000076293945,5.110000133514404,5.110000133514404,2779700,19.0,0.1400003433227539,1
2020-08-27,5.110000133514404,5.380000114440918,5.019999980926514,5.25,5.25,3384400,17.0,0.1399998664855957,1
2020-08-28,5.300000190734863,5.570000171661377,5.21999979019165,5.389999866485596,5.389999866485596,4236900,21.0,0.08999967575073242,1
2020-08-31,5.769999980926514,7.150000095367432,5.690000057220459,6.679999828338623,6.679999828338623,37976000,30.0,0.9099998474121094,1
2020-09-01,7.300000190734863,7.820000171661377,6.769999980926514,7.650000095367432,7.650000095367432,23158600,42.0,0.34999990463256836,1
2020-09-02,7.800000190734863,8.050000190734863,7.110000133514404,7.710000038146973,7.710000038146973,13011100,27.0,-0.09000015258789062,0
2020-09-03,7.880000114440918,8.449999809265137,7.239999771118164,7.820000171661377,7.820000171661377,14344500,40.0,-0.059999942779541016,0
2020-09-04,7.78000020980835,7.920000076293945,7.170000076293945,7.650000095367432,7.650000095367432,7662000,26.0,-0.13000011444091797,0
2020-09-08,7.550000190734863,8.279999732971191,7.480000019073486,7.699999809265137,7.699999809265137,9816600,24.0,0.14999961853027344,1
2020-09-09,7.960000038146973,7.989999771118164,7.309999942779541,7.349999904632568,7.349999904632568,9068100,36.0,-0.6100001335144043,0
2020-09-10,6.650000095367432,6.949999809265137,6.190000057220459,6.230000019073486,6.230000019073486,15558300,39.0,-0.4200000762939453,0
2020-09-11,6.260000228881836,6.329999923706055,5.869999885559082,6.090000152587891,6.090000152587891,6061200,22.0,-0.1700000762939453,0
2020-09-14,6.800000190734863,7.0,6.429999828338623,6.909999847412109,6.909999847412109,10119000,25.0,0.1099996566772461,1
2020-09-15,6.860000133514404,7.260000228881836,6.690000057220459,7.090000152587891,7.090000152587891,5743500,36.0,0.23000001907348633,1
2020-09-16,7.03000020980835,9.039999961853027,7.03000020980835,8.680000305175781,8.680000305175781,19256300,35.0,1.6500000953674316,1
2020-09-17,8.569999694824219,9.770000457763672,8.40999984741211,9.199999809265137,9.199999809265137,17026700,40.0,0.630000114440918,1
2020-09-18,9.199999809265137,9.770000457763672,8.90999984741211,9.470000267028809,9.470000267028809,17407500,34.0,0.2700004577636719,1
2020-09-21,9.350000381469727,9.600000381469727,8.380000114440918,8.75,8.75,7639800,31.0,-0.6000003814697266,0
2020-09-22,10.449999809265137,11.170000076293945,9.899999618530273,10.5600004196167,10.5600004196167,34752500,52.0,0.1100006103515625,1
2020-09-23,10.600000381469727,10.859999656677246,9.920000076293945,10.039999961853027,10.039999961853027,10651200,42.0,-0.5600004196166992,0
2020-09-24,9.710000038146973,9.8100004196167,9.010000228881836,9.140000343322754,9.140000343322754,7938800,25.0,-0.5699996948242188,0
2020-09-25,9.1899995803833,10.180000305175781,9.100000381469727,10.020000457763672,10.020000457763672,7515200,43.0,0.8300008773803711,1
2020-09-28,10.15999984741211,10.260000228881836,9.550000190734863,10.09000015258789,10.09000015258789,6764300,24.0,-0.06999969482421875,0
2020-09-29,10.0,10.649999618530273,9.930000305175781,10.350000381469727,10.350000381469727,5237600,29.0,0.35000038146972656,1
2020-09-30,10.25,10.760000228881836,10.0600004196167,10.199999809265137,10.199999809265137,6079000,29.0,-0.05000019073486328,0
2020-10-01,10.09000015258789,10.25,9.6899995803833,9.770000457763672,9.770000457763672,4554100,21.0,-0.31999969482421875,0
2020-10-02,9.380000114440918,9.779999732971191,9.300000190734863,9.390000343322754,9.390000343322754,4340500,27.0,0.010000228881835938,1
2020-10-05,9.4399995803833,9.59000015258789,9.25,9.460000038146973,9.460000038146973,2805000,23.0,0.020000457763671875,1
2020-10-06,9.5600004196167,9.84000015258789,9.100000381469727,9.130000114440918,9.130000114440918,4535400,30.0,-0.43000030517578125,0
2020-10-07,9.229999542236328,9.5600004196167,9.170000076293945,9.359999656677246,9.359999656677246,3308600,24.0,0.13000011444091797,1
2020-10-08,9.539999961853027,13.640000343322754,9.1899995803833,13.489999771118164,13.489999771118164,76453600,59.0,3.9499998092651367,1
2020-10-09,12.829999923706055,14.800000190734863,11.899999618530273,12.020000457763672,12.020000457763672,77152800,100.0,-0.8099994659423828,0
2020-10-12,11.65999984741211,12.770000457763672,11.399999618530273,11.800000190734863,11.800000190734863,23655700,37.0,0.1400003433227539,1
2020-10-13,11.729999542236328,12.420000076293945,11.649999618530273,11.880000114440918,11.880000114440918,10179700,47.0,0.15000057220458984,1
2020-10-14,12.670000076293945,12.680000305175781,12.050000190734863,12.25,12.25,10761400,26.0,-0.4200000762939453,0
2020-10-15,11.989999771118164,15.100000381469727,11.989999771118164,13.829999923706055,13.829999923706055,39894800,42.0,1.8400001525878906,1
2020-10-16,13.770000457763672,13.899999618530273,13.079999923706055,13.3100004196167,13.3100004196167,11651600,44.0,-0.46000003814697266,0
2020-10-19,13.4399995803833,14.5,13.380000114440918,13.90999984741211,13.90999984741211,13169100,43.0,0.4700002670288086,1
2020-10-20,14.029999732971191,14.140000343322754,13.670000076293945,13.859999656677246,13.859999656677246,6604000,24.0,-0.1700000762939453,0
2020-10-21,13.899999618530273,14.420000076293945,13.800000190734863,14.100000381469727,14.100000381469727,5361900,30.0,0.20000076293945312,1
2020-10-22,14.199999809265137,15.869999885559082,14.1899995803833,14.90999984741211,14.90999984741211,16212200,33.0,0.7100000381469727,1
2020-10-23,15.050000190734863,15.380000114440918,14.550000190734863,15.0,15.0,6507300,26.0,-0.05000019073486328,0
2020-10-26,14.930000305175781,15.449999809265137,13.260000228881836,13.449999809265137,13.449999809265137,13376300,44.0,-1.4800004959106445,0
2020-10-27,13.710000038146973,13.710000038146973,12.359999656677246,12.6899995803833,12.6899995803833,7231000,26.0,-1.0200004577636719,0
2020-10-28,12.270000457763672,13.050000190734863,11.779999732971191,11.819999694824219,11.819999694824219,6388600,31.0,-0.4500007629394531,0
2020-10-29,11.880000114440918,12.25,11.680000305175781,11.729999542236328,11.729999542236328,4165800,30.0,-0.15000057220458984,0
2020-10-30,11.640000343322754,11.640000343322754,10.359999656677246,10.470000267028809,10.470000267028809,11546900,25.0,-1.1700000762939453,0
2020-11-02,10.819999694824219,11.09000015258789,10.5,10.75,10.75,5227000,0.0,-0.06999969482421875,0
2020-11-03,10.75,11.859999656677246,10.630000114440918,11.569999694824219,11.569999694824219,7454500,0.0,0.8199996948242188,1
2020-11-04,11.760000228881836,11.770000457763672,10.609999656677246,10.90999984741211,10.90999984741211,5807900,0.0,-0.8500003814697266,0
2020-11-05,11.270000457763672,11.84000015258789,11.0600004196167,11.449999809265137,11.449999809265137,4705200,0.0,0.17999935150146484,1
2020-11-06,11.520000457763672,12.170000076293945,11.319999694824219,11.859999656677246,11.859999656677246,5518200,0.0,0.3399991989135742,1
2020-11-09,12.760000228881836,12.930000305175781,11.25,11.489999771118164,11.489999771118164,6244900,0.0,-1.2700004577636719,0
2020-11-10,11.5,11.65999984741211,10.829999923706055,11.100000381469727,11.100000381469727,3826000,0.0,-0.39999961853027344,0
2020-11-11,11.5,11.949999809265137,11.210000038146973,11.75,11.75,4882600,0.0,0.25,1
2020-11-12,11.739999771118164,11.869999885559082,10.970000267028809,11.130000114440918,11.130000114440918,4353300,0.0,-0.6099996566772461,0
2020-11-13,11.359999656677246,11.550000190734863,11.0,11.010000228881836,11.010000228881836,3535900,0.0,-0.34999942779541016,0
2020-11-16,11.15999984741211,12.65999984741211,10.720000267028809,12.0600004196167,12.0600004196167,9774800,0.0,0.9000005722045898,1
2020-11-17,11.649999618530273,11.920000076293945,11.229999542236328,11.630000114440918,11.630000114440918,6678200,0.0,-0.01999950408935547,0
2020-11-18,11.800000190734863,12.039999961853027,11.5600004196167,11.569999694824219,11.569999694824219,3169200,0.0,-0.23000049591064453,0
2020-11-19,11.600000381469727,12.789999961853027,11.449999809265137,12.460000038146973,12.460000038146973,11787600,0.0,0.8599996566772461,1
2020-11-20,12.550000190734863,13.460000038146973,12.539999961853027,12.710000038146973,12.710000038146973,8395400,0.0,0.15999984741210938,1
2020-11-23,12.899999618530273,14.119999885559082,12.670000076293945,13.899999618530273,13.899999618530273,9599100,0.0,1.0,1
2020-11-24,14.229999542236328,14.260000228881836,13.300000190734863,13.670000076293945,13.670000076293945,7183200,0.0,-0.5599994659423828,0
2020-11-25,13.600000381469727,15.25,13.420000076293945,14.75,14.75,8860100,0.0,1.1499996185302734,1
2020-11-27,15.289999961853027,16.739999771118164,14.880000114440918,16.079999923706055,16.079999923706055,12504200,0.0,0.7899999618530273,1
2020-11-30,18.170000076293945,19.420000076293945,16.559999465942383,16.559999465942383,16.559999465942383,31983500,1.0,-1.6100006103515625,0
2020-12-01,17.110000610351562,17.399999618530273,15.760000228881836,15.800000190734863,15.800000190734863,12653900,1.0,-1.3100004196166992,0
2020-12-02,15.699999809265137,16.68000030517578,15.380000114440918,16.579999923706055,16.579999923706055,7883400,1.0,0.880000114440918,1
2020-12-03,16.479999542236328,16.639999389648438,15.869999885559082,16.1200008392334,16.1200008392334,6295000,1.0,-0.3599987030029297,0
2020-12-04,16.299999237060547,17.290000915527344,16.260000228881836,16.899999618530273,16.899999618530273,8972700,0.0,0.6000003814697266,1
2020-12-07,17.0,17.5,16.219999313354492,16.350000381469727,16.350000381469727,7386300,0.0,-0.6499996185302734,0
2020-12-08,16.3700008392334,17.209999084472656,15.930000305175781,16.940000534057617,16.940000534057617,16120200,1.0,0.5699996948242188,1
2020-12-09,13.920000076293945,14.729999542236328,13.229999542236328,13.65999984741211,13.65999984741211,24357900,1.0,-0.26000022888183594,0
2020-12-10,13.119999885559082,14.40999984741211,13.050000190734863,14.119999885559082,14.119999885559082,7558900,0.0,1.0,1
2020-12-11,13.90999984741211,14.0,13.020000457763672,13.3100004196167,13.3100004196167,7496900,0.0,-0.5999994277954102,0
2020-12-14,13.34000015258789,13.430000305175781,12.140000343322754,12.720000267028809,12.720000267028809,10007100,0.0,-0.619999885559082,0
2020-12-15,12.779999732971191,14.020000457763672,12.479999542236328,13.850000381469727,13.850000381469727,8189800,0.0,1.0700006484985352,1
2020-12-16,13.960000038146973,14.3100004196167,13.579999923706055,13.850000381469727,13.850000381469727,5865100,0.0,-0.1099996566772461,0
2020-12-17,13.960000038146973,14.979999542236328,13.59000015258789,14.829999923706055,14.829999923706055,8194900,0.0,0.869999885559082,1
2020-12-18,15.779999732971191,16.299999237060547,15.180000305175781,15.630000114440918,15.630000114440918,16618800,0.0,-0.14999961853027344,0
2020-12-21,15.8100004196167,16.350000381469727,15.279999732971191,15.529999732971191,15.529999732971191,9876100,0.0,-0.2800006866455078,0
2020-12-22,16.219999313354492,20.040000915527344,16.149999618530273,19.459999084472656,19.459999084472656,30652700,1.0,3.239999771118164,1
2020-12-23,20.170000076293945,22.350000381469727,19.1299991607666,20.56999969482422,20.56999969482422,25830300,1.0,0.39999961853027344,1
2020-12-24,21.010000228881836,21.479999542236328,19.950000762939453,20.149999618530273,20.149999618530273,6262200,1.0,-0.8600006103515625,0
2020-12-28,21.309999465942383,21.969999313354492,20.350000381469727,20.989999771118164,20.989999771118164,8965900,1.0,-0.31999969482421875,0
2020-12-29,20.81999969482422,21.06999969482422,18.559999465942383,19.3799991607666,19.3799991607666,9241400,1.0,-1.4400005340576172,0
2020-12-30,19.3799991607666,20.0,18.850000381469727,19.260000228881836,19.260000228881836,5934400,1.0,-0.11999893188476562,0
2020-12-31,19.25,19.799999237060547,18.799999237060547,18.84000015258789,18.84000015258789,6922700,1.0,-0.4099998474121094,0
2021-01-04,19.0,19.100000381469727,17.149999618530273,17.25,17.25,10022500,0.0,-1.75,0
2021-01-05,17.350000381469727,18.079999923706055,17.229999542236328,17.3700008392334,17.3700008392334,4961500,0.0,0.020000457763671875,1
2021-01-06,17.34000015258789,18.979999542236328,17.329999923706055,18.360000610351562,18.360000610351562,6056200,0.0,1.0200004577636719,1
2021-01-07,18.469999313354492,19.450000762939453,18.020000457763672,18.079999923706055,18.079999923706055,6129300,0.0,-0.3899993896484375,0
2021-01-08,18.18000030517578,18.299999237060547,17.079999923706055,17.690000534057617,17.690000534057617,6482000,0.0,-0.48999977111816406,0
2021-01-11,19.40999984741211,20.649999618530273,19.010000228881836,19.940000534057617,19.940000534057617,14908000,1.0,0.5300006866455078,1
2021-01-12,19.959999084472656,20.399999618530273,19.31999969482422,19.950000762939453,19.950000762939453,7060700,1.0,-0.009998321533203125,0
2021-01-13,20.420000076293945,38.650001525878906,20.030000686645508,31.399999618530273,31.399999618530273,144501700,2.0,10.979999542236328,1
2021-01-14,38.09000015258789,43.060001373291016,33.04999923706055,39.90999984741211,39.90999984741211,93717400,3.0,1.8199996948242188,1
2021-01-15,38.4900016784668,40.75,34.0099983215332,35.5,35.5,46866400,2.0,-2.990001678466797,0
2021-01-19,41.54999923706055,45.52000045776367,36.63999938964844,39.36000061035156,39.36000061035156,74721900,3.0,-2.1899986267089844,0
2021-01-20,37.369998931884766,41.189998626708984,36.060001373291016,39.119998931884766,39.119998931884766,33471800,3.0,1.75,1
2021-01-21,39.22999954223633,44.75,37.0,43.029998779296875,43.029998779296875,56216900,2.0,3.799999237060547,1
